Code,School Name, Level,Grade Span,Calendar,Magnet Programs,School Membership 2012-13,GRD KI,GRD 1,GRD 2,GRD 3,GRD 4,GRD 5,GRD 6,GRD 7,GRD 8,GRD 9,GRD 10,GRD 11,GRD 12,GRD 13,MALE,FEMALE,American Indian and Alaska Native,Asian,Black or African American,Hispanic or Latino,Native Hawaiian and Other Pacific Islander,Two or More Races,White,% American Indian and Alaska Native,% Asian,% Black or African American,% Hispanic or Latino,% Native Hawaiian and Other Pacific Islander,% Two or More Races,% White,F&R,Percent F&R,ESL,Percent ESL,LEP,Percent LEP,TITLE 1 PROGRAM,NC ABC Results Performance Composite % 2011-12,NC ABC Results Performance Recognition 2011-12,"NC ABC Results Growth Recognition
2011-12",Met All AMO Targets,School Board District,School Board Member,Area Superintendent District,Area Superintendent,School Location in Municipal Extra Teritorial Jurisdiction,School Location within Municipal Corporate Limit ,Number Permanent Learning Spaces,20th Day Actual Membership,Special Needs Program Adjustment,Existing School Building Capacity,Long-Range School Campus Capacity [LRSCC],LRSCC Percent Crowding (inc. Prog. Adjustment) ,Existing Temporary Classrooms,Annual School Campus Capacity [ASCC],Percent in Temporary Classrooms,ASCC Percent Crowding 
356,CARNAGE MS,M,6-8,T,Gifted & Talented/AG Basics,"1,281",,,,,,,453,417,411,,,,,,648,633,5,365,497,109,0,37,268,0.4%,28.5%,38.8%,8.5%,0.0%,2.9%,20.9%,464,36.2%,24,1.9%,51,4.0%,NO,85.4,Dst,Hgh,No,East Raleigh,Keith Sutton,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,60,"1,281",25,955,981,127.3%,7,"1,162",15.7%,110.2%
360,CARROLL MS,M,6-8,T,,808,,,,,,,282,246,280,,,,,,456,352,2,19,325,193,1,24,244,0.2%,2.4%,40.2%,23.9%,0.1%,3.0%,30.2%,492,60.9%,27,3.3%,93,11.5%,NO,63.6,NR,,No,Central Raleigh,Christine Kushner,Northern Area,Pamela Kinsey-Barker,Raleigh,RALEIGH,54,808,43,825,825,93.1%,0,868,0.0%,93.1%
370,CENTENNIAL MS,M,6-8,MOD,University Connections and Leadership,562,,,,,,,180,192,190,,,,,,288,274,0,20,222,111,0,23,186,0.0%,3.6%,39.5%,19.8%,0.0%,4.1%,33.1%,231,41.1%,26,4.6%,43,7.7%,NO,77.4,Pro,Exp,No,South Central Raleigh,Dr. Jim Martin,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,42,562,0,624,624,90.1%,0,624,0.0%,90.1%
388,DANIELS MS,M,6-8,T,,"1,197",,,,,,,405,394,398,,,,,,642,555,2,23,405,162,0,38,567,0.2%,1.9%,33.8%,13.5%,0.0%,3.2%,47.4%,514,42.9%,36,3.0%,82,6.9%,NO,77.5,Pro,Exp,No,Central Raleigh,Christine Kushner,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,64,"1,197",(70),"1,085","1,085",117.9%,6,"1,171",13.3%,102.2%
391,DAVIS DR MS,M,6-8,T,,"1,132",,,,,,,375,368,389,,,,,,577,555,1,295,44,65,3,39,685,0.1%,26.1%,3.9%,5.7%,0.3%,3.4%,60.5%,71,6.3%,5,0.4%,22,1.9%,NO,94.7,HE,Hgh,Yes,Western Wake,Bill Fletcher ,Western Area,Jacqueline Ellis,Cary,CARY,56,"1,132",(10),877,903,126.8%,11,"1,153",24.8%,98.2%
394,DILLARD DR MS,M,6-8,T,,"1,078",,,,,,,361,364,353,,,,,,540,538,4,36,293,208,3,34,500,0.4%,3.3%,27.2%,19.3%,0.3%,3.2%,46.4%,486,45.1%,24,2.2%,93,8.6%,NO,81.2,NR,,No,South Central Raleigh,Dr. Jim Martin,Southwestern Area,Clinton Robinson,Raleigh,RALEIGH,62,"1,078",(30),"1,033","1,033",107.5%,6,"1,159",13.5%,93.0%
399,DURANT RD MS,M,6-8,Y-R,,"1,329",,,,,,,397,471,461,,,,,,702,627,4,42,362,187,0,72,662,0.3%,3.2%,27.2%,14.1%,0.0%,5.4%,49.8%,457,34.4%,28,2.1%,68,5.1%,NO,82.3,Dst,Exp,Yes,North Raleigh,Kevin Hill,Northeastern Area,Andre Smith,Raleigh,RALEIGH,62,"1,329",(108),"1,345","1,371",105.2%,9,"1,471",15.9%,90.3%
402,E CARY MS,M,6-8,Y-R,,727,,,,,,,256,235,236,,,,,,378,349,3,61,126,158,0,30,349,0.4%,8.4%,17.3%,21.7%,0.0%,4.1%,48.0%,264,36.3%,25,3.4%,57,7.8%,NO,88.8,Dst,Hgh,Yes,Western Wake,Bill Fletcher ,Western Area,Jacqueline Ellis,Cary,CARY,60,727,(92),"1,293","1,293",60.5%,0,"1,201",0.0%,60.5%
404,E GARNER MS,M,6-8,T,International Baccalaureate/Creative Arts,"1,248",,,,,,,390,447,411,,,,,,618,630,3,21,630,241,3,53,297,0.2%,1.7%,50.5%,19.3%,0.2%,4.2%,23.8%,707,56.7%,19,1.5%,72,5.8%,NO,71.8,Pro,Exp,No,Southeast Wake,John Tedesco,Southern Area,Lloyd Gardner,Garner,GARNER,57,"1,248",(40),825,955,136.4%,21,"1,331",41.0%,93.8%
408,E MILLBROOK MS,M,6-8,T,International Baccalaureate/Creative Arts,"1,085",,,,,,,314,374,397,,,,,,518,567,3,43,583,224,3,48,181,0.3%,4.0%,53.7%,20.6%,0.3%,4.4%,16.7%,669,61.7%,29,2.7%,100,9.2%,NO,65.3,NR,,No,North Raleigh,Kevin Hill,Northeastern Area,Andre Smith,Raleigh,RALEIGH,63,"1,085",(114),929,929,133.1%,18,"1,283",36.5%,84.6%
410,E WAKE MS,M,6-8,Y-R,,981,,,,,,,365,301,315,,,,,,520,461,6,11,402,338,0,46,178,0.6%,1.1%,41.0%,34.5%,0.0%,4.7%,18.1%,649,66.2%,18,1.8%,106,10.8%,NO,71.0,Pro,Exp,No,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Knightdale,KNIGHTDALE,55,981,(183),"1,163","1,423",79.1%,12,"1,292",24.1%,75.9%
424,FUQUAY-VARINA MS,M,6-8,T,,872,,,,,,,261,306,305,,,,,,439,433,4,4,213,166,0,41,444,0.5%,0.5%,24.4%,19.0%,0.0%,4.7%,50.9%,420,48.2%,16,1.8%,38,4.4%,NO,78.3,Pro,Exp,Yes,Southeast Wake,John Tedesco,Southern Area,Lloyd Gardner,Fuquay-Varina,FUQUAY-VARINA,57,872,0,903,903,96.6%,0,903,0.0%,96.6%
444,HERITAGE MS,M,6-8,Y-R,,"1,405",,,,,,,422,486,497,,,,,,721,684,7,38,246,99,0,59,956,0.5%,2.7%,17.5%,7.0%,0.0%,4.2%,68.0%,241,17.2%,12,0.9%,23,1.6%,NO,91.2,HE,Hgh,Yes,Northeast Wake,Tom Benton,Northeastern Area,Andre Smith,Wake Forest,WAKE FOREST,60,"1,405",(49),"1,293","1,293",112.9%,0,"1,244",0.0%,112.9%
458,HOLLY GROVE MS,M,6-8,Y-R,,"1,256",,,,,,,457,417,382,,,,,,611,645,3,21,153,163,0,68,848,0.2%,1.7%,12.2%,13.0%,0.0%,5.4%,67.5%,294,23.4%,25,2.0%,50,4.0%,NO,84.1,Dst,Exp,No,Southern Wake,Susan Evans,Southern Area,Lloyd Gardner,Holly Springs,HOLLY SPRINGS,82,"1,256",16,"1,623","1,623",76.6%,0,"1,639",0.0%,76.6%
450,HOLLY RIDGE MS,M,6-8,T,,"1,101",,,,,,,366,370,365,,,,,,561,540,1,21,174,149,2,41,713,0.1%,1.9%,15.8%,13.5%,0.2%,3.7%,64.8%,293,26.6%,10,0.9%,29,2.6%,NO,84.7,Dst,Exp,Yes,Southern Wake,Susan Evans,Southern Area,Lloyd Gardner,Holly Springs,HOLLY SPRINGS,57,"1,101",(1),903,981,112.3%,14,"1,266",28.8%,87.0%
471,LEESVILLE RD MS,M,6-8,T,,"1,166",,,,,,,398,376,392,,,,,,573,593,2,42,264,154,2,46,656,0.2%,3.6%,22.6%,13.2%,0.2%,3.9%,56.3%,302,25.9%,14,1.2%,46,4.0%,NO,85.1,Dst,Exp,Yes,West Raleigh/Morrisville,Deborah Prickett,Northern Area,Pamela Kinsey-Barker,Raleigh,RALEIGH,53,"1,166",(53),799,799,156.3%,16,"1,162",35.8%,100.3%
472,LIGON MS,M,6-8,T,Gifted & Talented/AG Basics,"1,157",,,,,,,375,410,372,,,,,,574,583,3,89,406,79,2,49,529,0.3%,7.7%,35.1%,6.8%,0.2%,4.2%,45.7%,349,30.2%,11,1.0%,33,2.9%,NO,86.8,Dst,Hgh,No,East Raleigh,Keith Sutton,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,64,"1,157",51,"1,059","1,137",97.4%,3,"1,188",6.6%,97.4%
484,LUFKIN RD MS,M,6-8,Y-R,,931,,,,,,,306,319,306,,,,,,473,458,4,57,90,60,1,28,691,0.4%,6.1%,9.7%,6.4%,0.1%,3.0%,74.2%,113,12.1%,20,2.2%,23,2.5%,NO,91.5,HE,Hgh,Yes,Southern Wake,Susan Evans,Southwestern Area,Clinton Robinson,Apex,APEX,57,931,(45),"1,215","1,215",79.6%,0,"1,170",0.0%,79.6%
492,MARTIN MS,M,6-8,T,Gifted & Talented,"1,016",,,,,,,346,343,327,,,,,,479,537,2,98,166,103,1,36,610,0.2%,9.6%,16.3%,10.1%,0.1%,3.5%,60.0%,254,25.0%,20,2.0%,49,4.8%,NO,82.5,Dst,Hgh,No,Central Raleigh,Christine Kushner,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,64,"1,016",(43),981,"1,059",100.0%,3,"1,016",7.7%,100.0%
502,MILLS PARK MS,M,6-8,T,,"1,418",,,,,,,472,485,461,,,,,,692,726,1,281,178,111,1,59,787,0.1%,19.8%,12.6%,7.8%,0.1%,4.2%,55.5%,161,11.4%,9,0.6%,27,1.9%,NO,91.9,HE,Hgh,Yes,Southern Wake,Susan Evans,Western Area,Jacqueline Ellis,Cary,CARY,82,"1,418",76,"1,311","1,415",95.1%,0,"1,387",0.0%,102.2%
506,MOORE SQUARE MS,M,6-8,MOD,Museums,514,,,,,,,171,171,172,,,,,,271,243,2,7,275,87,1,16,126,0.4%,1.4%,53.5%,16.9%,0.2%,3.1%,24.5%,294,57.2%,10,2.0%,27,5.3%,NO,73.0,Pro,Exp,No,South Central Raleigh,Dr. Jim Martin,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,37,514,(96),651,651,92.6%,0,555,0.0%,92.6%
512,N GARNER MS,M,6-8,Y-R,,"1,030",,,,,,,374,351,305,,,,,,519,511,3,13,406,194,2,50,362,0.3%,1.3%,39.4%,18.8%,0.2%,4.9%,35.1%,528,51.3%,28,2.7%,73,7.1%,NO,75.5,Pro,Exp,No,Southeast Wake,John Tedesco,Southern Area,Lloyd Gardner,Garner,GARNER,64,"1,030",(105),"1,397","1,397",79.7%,5,"1,422",9.1%,72.4%
400,REEDY CREEK MS,M,6-8,T,,904,,,,,,,298,306,300,,,,,,478,426,4,48,228,197,0,52,375,0.4%,5.3%,25.2%,21.8%,0.0%,5.8%,41.5%,437,48.3%,19,2.1%,71,7.9%,NO,80.1,Dst,Exp,No,Western Wake,Bill Fletcher ,Western Area,Jacqueline Ellis,Cary,CARY,57,904,25,903,903,97.4%,0,928,0.0%,97.4%
545,ROLESVILLE MS,M,"6, 7",Y-R,,521,,,,,,,425,96,,,,,,,274,247,1,14,142,84,1,24,255,0.2%,2.7%,27.3%,16.1%,0.2%,4.6%,48.9%,178,34.2%,6,1.2%,27,5.2%,NO,,,,,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Rolesville,ROLESVILLE,82,521,(541),"1,623","1,623",32.1%,0,"1,082",0.0%,48.2%
551,SALEM MS,M,6-8,Y-R,,"1,217",,,,,,,427,407,383,,,,,,612,605,1,149,105,123,4,56,779,0.1%,12.2%,8.6%,10.1%,0.3%,4.6%,64.0%,189,15.5%,28,2.3%,44,3.6%,NO,90.0,HE,Hgh,Yes,Western Wake,Bill Fletcher ,Southwestern Area,Clinton Robinson,Apex,APEX,57,"1,217",(53),"1,215","1,215",104.7%,2,"1,214",4.3%,100.2%
604,W CARY MS,M,6-8,T,,937,,,,,,,341,316,280,,,,,,457,480,5,160,197,111,2,43,419,0.5%,17.1%,21.0%,11.8%,0.2%,4.6%,44.7%,235,25.1%,23,2.5%,67,7.2%,NO,86.5,Dst,Exp,Yes,Western Wake,Bill Fletcher ,Western Area,Jacqueline Ellis,Cary,CARY,56,937,42,877,"1,033",87.2%,6,"1,075",14.5%,87.2%
607,W LAKE MS,M,6-8,Y-R,,"1,338",,,,,,,444,431,463,,,,,,697,641,6,29,169,167,1,50,916,0.4%,2.2%,12.6%,12.5%,0.1%,3.7%,68.5%,300,22.4%,12,0.9%,36,2.7%,NO,87.7,Dst,Exp,Yes,South Central Raleigh,Dr. Jim Martin,Southwestern Area,Clinton Robinson,Cary,CARY,56,"1,338",(49),"1,189","1,189",117.4%,12,"1,452",21.5%,92.1%
608,W MILLBROOK MS,M,6-8,T,,966,,,,,,,296,319,351,,,,,,490,476,2,33,253,173,0,41,464,0.2%,3.4%,26.2%,17.9%,0.0%,4.2%,48.0%,408,42.2%,18,1.9%,75,7.8%,NO,78.4,Pro,Exp,No,North Raleigh,Kevin Hill,Northern Area,Pamela Kinsey-Barker,Raleigh,RALEIGH,59,966,(62),955,955,108.2%,8,"1,101",18.9%,87.7%
592,WAKE FOREST-ROLESVILLE MS,M,6-8,T,,"1,092",,,,,,,324,367,401,,,,,,551,541,6,34,323,174,2,46,507,0.5%,3.1%,29.6%,15.9%,0.2%,4.2%,46.4%,426,39.0%,10,0.9%,41,3.8%,NO,78.4,Pro,Exp,No,Northeast Wake,Tom Benton,Northeastern Area,Andre Smith,Wake Forest,WAKE FOREST,57,"1,092",(43),903,"1,111",102.2%,13,"1,250",27.0%,87.4%
594,WAKEFIELD MS,M,6-8,T,,"1,251",,,,,,,410,406,435,,,,,,611,640,5,67,301,161,1,47,669,0.4%,5.4%,24.1%,12.9%,0.1%,3.8%,53.5%,325,26.0%,13,1.0%,54,4.3%,NO,84.7,Dst,Exp,No,North Raleigh,Kevin Hill,Northeastern Area,Andre Smith,Raleigh,RALEIGH,57,"1,251",25,903,"1,007",121.2%,13,"1,266",26.7%,98.8%
601,WENDELL MS,M,6-8,T,,965,,,,,,,315,334,316,,,,,,496,469,6,4,376,217,1,42,319,0.6%,0.4%,39.0%,22.5%,0.1%,4.4%,33.1%,582,60.3%,17,1.8%,47,4.9%,NO,74.9,Pro,Exp,No,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Wake County,WAKE COUNTY,60,965,(53),981,"1,111",91.2%,0,928,0.0%,104.0%
636,ZEBULON MS,M,6-8,T,Gifted & Talented,623,,,,,,,212,207,204,,,,,,314,309,4,8,256,124,0,25,206,0.6%,1.3%,41.1%,19.9%,0.0%,4.0%,33.1%,384,61.6%,14,2.3%,26,4.2%,NO,76.7,Pro,Exp,No,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Zebulon,ZEBULON,58,623,29,825,903,66.8%,4,958,10.9%,65.0%
585,WAKE YOUNG MEN'S LEADERSHIP ACADEMY,MS,"6, 7, 9",Early College,,140,,,,,,,50,48,,42,,,,,140,0,1,17,37,16,0,11,58,0.7%,12.1%,26.4%,11.4%,0.0%,7.9%,41.4%,48,34.3%,0,0.0%,3,2.1%,NO,N/A,N/A,N/A,N/A,South Central Raleigh,Dr. Jim Martin,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,14,140,(350),350,350,40.0%,24,150,100.0%,93.3%
586,WAKE YOUNG WOMEN'S LEADERSHIP ACADEMY,MS,"6, 7, 9",Early College,,150,,,,,,,51,49,,50,,,,,0,150,1,8,53,21,0,9,58,0.7%,5.3%,35.3%,14.0%,0.0%,6.0%,38.7%,69,46.0%,0,0.0%,4,2.7%,NO,N/A,N/A,N/A,N/A,South Central Raleigh,Dr. Jim Martin,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,13,150,(200),350,350,42.9%,0,150,0.0%,100.0%
316,APEX HS,S,9-12,T,,"2,587",,,,,,,,,,759,671,576,581,,"1,380","1,207",8,150,189,194,2,104,1940,0.3%,5.8%,7.3%,7.5%,0.1%,4.0%,75.0%,230,8.9%,27,1.0%,42,1.6%,NO,93.4,NR,,No,Southern Wake,Susan Evans,Southwestern Area,Clinton Robinson,Apex,APEX,82,"2,587",0,"1,639","1,663",155.6%,35,"2,479",33.9%,104.4%
318,ATHENS DR HS,S,9-12,T,,"1,989",,,,,,,,,,572,509,491,417,,988,"1,001",10,116,468,279,4,87,1025,0.5%,5.8%,23.5%,14.0%,0.2%,4.4%,51.5%,639,32.1%,41,2.1%,112,5.6%,NO,80.5,Dst,Hgh,No,South Central Raleigh,Dr. Jim Martin,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,86,"1,989",(86),"1,735","2,095",99.0%,23,"2,201",25.1%,90.4%
348,BROUGHTON HS,S,9-12,T,,"2,167",,,,,,,,,,638,568,461,500,,"1,102","1,065",15,92,690,223,5,79,1063,0.7%,4.2%,31.8%,10.3%,0.2%,3.6%,49.1%,742,34.2%,69,3.2%,113,5.2%,NO,77.8,Pro,Hgh,No,Central Raleigh,Christine Kushner,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,89,"2,167",0,"1,799","1,799",120.5%,12,"2,087",13.8%,103.8%
368,CARY HS,S,9-12,T,,"2,383",,,,,,,,,,717,569,558,539,,"1,257","1,126",15,131,467,420,4,115,1231,0.6%,5.5%,19.6%,17.6%,0.2%,4.8%,51.7%,788,33.1%,48,2.0%,117,4.9%,NO,87.8,Dst,Hgh,No,Western Wake,Bill Fletcher ,Western Area,Jacqueline Ellis,Cary,CARY,111,"2,383",(30),"2,223","2,223",108.7%,4,"2,289",4.2%,104.1%
702,"E WAKE SCHO0L OF ARTS, EDUCATION AND GLOBAL STUDIES HS",S,9-12,T,,387,,,,,,,,,,116,91,98,82,,125,262,2,2,137,78,0,25,143,0.5%,0.5%,35.4%,20.2%,0.0%,6.5%,37.0%,213,55.0%,1,0.3%,13,3.4%,NO,82.6,NR,,No,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Wake County,WAKE COUNTY,20,387,(42),416,416,103.5%,2,422,11.4%,91.7%
703,E WAKE SCHO0L OF ENGINEERING SYSTEMS HS,S,9-12,T,,373,,,,,,,,,,127,96,78,72,,293,80,4,0,128,52,0,12,177,1.1%,0.0%,34.3%,13.9%,0.0%,3.2%,47.5%,168,45.0%,3,0.8%,11,3.0%,NO,76.2,NR,,No,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Wake County,WAKE COUNTY,20,373,(84),453,453,101.1%,1,393,6.1%,94.9%
700,E WAKE SCHO0L OF HEALTH SCIENCE HS,S,9-12,T,,382,,,,,,,,,,116,92,79,95,,157,225,4,3,127,68,0,14,166,1.0%,0.8%,33.2%,17.8%,0.0%,3.7%,43.5%,178,46.6%,1,0.3%,10,2.6%,NO,80.7,NR,,Yes,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Wake County,WAKE COUNTY,21,382,(24),334,334,123.2%,4,406,23.6%,94.1%
701,E WAKE SCHO0L OF INTEGRATED TECHNOLOGY HS,S,9-12,T,,326,,,,,,,,,,105,94,73,54,,199,127,0,6,138,85,1,15,81,0.0%,1.8%,42.3%,26.1%,0.3%,4.6%,24.8%,185,56.7%,7,2.2%,21,6.4%,NO,78.6,NR,,No,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Wake County,WAKE COUNTY,21,326,(57),448,448,83.4%,0,391,0.0%,83.4%
412,ENLOE HS,S,9-12,T,Gifted & Talented / International Baccalaureate DP,"2,673",,,,,,,,,,788,742,586,557,,"1,329","1,344",4,413,1042,273,2,147,792,0.1%,15.5%,39.0%,10.2%,0.1%,5.5%,29.6%,925,34.6%,43,1.6%,86,3.2%,NO,85.2,Dst,Hgh,No,East Raleigh,Keith Sutton,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,118,"2,673",48,"2,409","2,409",108.8%,8,"2,649",7.2%,100.9%
428,FUQUAY-VARINA HS,S,9-12,T,,"1,917",,,,,,,,,,560,477,445,435,,988,929,9,23,329,293,2,76,1185,0.5%,1.2%,17.2%,15.3%,0.1%,4.0%,61.8%,563,29.4%,20,1.0%,49,2.6%,NO,86.9,Dst,Hgh,No,Southern Wake,Susan Evans,Southern Area,Lloyd Gardner,Fuquay-Varina,FUQUAY-VARINA,82,"1,917",(52),"1,639","1,759",112.3%,23,"2,139",25.8%,89.6%
436,GARNER HS,S,9-12,T,International Baccalaureate-MYP & DP,"2,400",,,,,,,,,,743,614,532,511,,"1,221","1,179",10,30,890,439,5,103,923,0.4%,1.3%,37.1%,18.3%,0.2%,4.3%,38.5%,"1,045",43.5%,26,1.1%,88,3.7%,NO,85.0,Dst,Hgh,No,Southeast Wake,John Tedesco,Southern Area,Lloyd Gardner,Garner,GARNER,91,"2,400",(99),"1,847","1,871",135.4%,23,"2,300",24.0%,104.3%
441,GREEN HOPE HS,S,9-12,T,,"2,219",,,,,,,,,,657,563,515,484,,"1,107","1,112",7,409,123,122,7,77,1474,0.3%,18.4%,5.5%,5.5%,0.3%,3.5%,66.4%,128,5.8%,30,1.4%,45,2.0%,NO,96.7,Exc,Hgh,No,Western Wake,Bill Fletcher ,Western Area,Jacqueline Ellis,Cary,CARY,82,"2,219",54,"1,639","1,735",124.0%,17,"2,101",19.4%,105.6%
445,HERITAGE HS,S,9-12,T,,"1,827",,,,,,,,,,577,474,426,350,,940,887,16,49,491,223,3,91,954,0.9%,2.7%,26.9%,12.2%,0.2%,5.0%,52.2%,481,26.3%,16,0.9%,34,1.9%,NO,85.6,Dst,Exp,No,Northeast Wake,Tom Benton,Northeastern Area,Andre Smith,Wake Forest,WAKE FOREST,83,"1,827",(24),"1,663","1,663",111.5%,0,"1,639",0.0%,111.5%
455,HOLLY SPRINGS HS,S,9-12,T,,"2,232",,,,,,,,,,610,549,548,525,,"1,152","1,080",10,52,368,243,3,96,1460,0.4%,2.3%,16.5%,10.9%,0.1%,4.3%,65.4%,435,19.5%,17,0.8%,34,1.5%,NO,91.1,Exc,Hgh,No,Southern Wake,Susan Evans,Southern Area,Lloyd Gardner,Holly Springs,HOLLY SPRINGS,83,"2,232",36,"1,663","1,735",126.0%,16,"2,083",18.4%,107.2%
466,KNIGHTDALE HS,S,9-12,T,,"1,712",,,,,,,,,,538,439,390,345,,888,824,8,34,770,374,2,99,425,0.5%,2.0%,45.0%,21.8%,0.1%,5.8%,24.8%,918,53.6%,37,2.2%,106,6.2%,NO,75.7,Pro,Hgh,No,Northeast Wake,Tom Benton,Eastern Area,Danny Barnes,Knightdale,KNIGHTDALE,83,"1,712",(34),"1,663","1,807",96.6%,16,"2,013",19.1%,85.0%
473,LEESVILLE RD HS,S,9-12,T,,"2,317",,,,,,,,,,676,557,538,546,,"1,188","1,129",7,115,439,231,1,94,1430,0.3%,5.0%,18.9%,10.0%,0.0%,4.1%,61.7%,417,18.0%,21,0.9%,62,2.7%,NO,89.6,Dst,Hgh,No,West Raleigh/Morrisville,Deborah Prickett,Northern Area,Pamela Kinsey-Barker,Raleigh,RALEIGH,112,"2,317",(59),"2,243","2,243",106.1%,12,"2,472",11.7%,93.7%
495,MIDDLE CREEK HS,S,9-12,T,,"1,984",,,,,,,,,,601,494,483,406,,"1,028",956,17,29,365,304,1,104,1164,0.9%,1.5%,18.4%,15.3%,0.1%,5.2%,58.7%,519,26.2%,18,0.9%,66,3.3%,NO,84.3,Dst,Hgh,No,South Central Raleigh,Dr. Jim Martin,Southwestern Area,Clinton Robinson,Cary,CARY,82,"1,984",(43),"1,639","1,903",106.7%,26,"2,220",28.1%,89.4%
500,MILLBROOK HS,S,9-12,T,International Baccalaureate-MYP & DP,"2,580",,,,,,,,,,737,717,622,504,,"1,341","1,239",7,114,807,349,3,100,1200,0.3%,4.4%,31.3%,13.5%,0.1%,3.9%,46.5%,812,31.5%,53,2.1%,94,3.6%,NO,87.1,Dst,Hgh,No,North Raleigh,Kevin Hill,Northern Area,Pamela Kinsey-Barker,Raleigh,RALEIGH,105,"2,580",(24),"2,183","2,183",119.5%,18,"2,591",16.7%,99.6%
526,PANTHER CREEK HS,S,9-12,T,,"2,341",,,,,,,,,,585,618,586,552,,"1,213","1,128",8,404,323,200,3,116,1287,0.3%,17.3%,13.8%,8.5%,0.1%,5.0%,55.0%,265,11.3%,20,0.9%,39,1.7%,NO,94.3,HE,Hgh,Yes,West Raleigh/Morrisville,Deborah Prickett,Western Area,Jacqueline Ellis,Cary,CARY,83,"2,341",24,"1,663","1,807",127.9%,22,"2,215",23.8%,105.7%
552,SANDERSON HS,S,9-12,T,,"2,089",,,,,,,,,,640,505,476,468,,"1,084","1,005",6,84,529,287,3,79,1101,0.3%,4.0%,25.3%,13.7%,0.1%,3.8%,52.7%,663,31.7%,81,3.9%,140,6.7%,NO,84.7,Dst,Hgh,No,Central Raleigh,Christine Kushner,Northern Area,Pamela Kinsey-Barker,Raleigh,RALEIGH,86,"2,089",0,"1,735","1,927",108.4%,10,"1,975",12.2%,105.8%
562,SOUTHEAST RALEIGH HS,S,9-12,MOD,Center for Leadership and Technology,"1,575",,,,,,,,,,445,427,372,331,,793,782,9,12,1165,161,0,81,147,0.6%,0.8%,74.0%,10.2%,0.0%,5.1%,9.3%,825,52.4%,16,1.0%,38,2.4%,NO,76.5,NR,,No,East Raleigh,Keith Sutton,Southwestern Area,Clinton Robinson,Raleigh,RALEIGH,85,"1,575",(88),"1,566","1,566",106.6%,14,"1,814",18.5%,86.8%
583,WAKE EARLY COLLEGE OF HEALTH AND SCIENCES HS,S,9-13,Early College,,267,,,,,,,,,,75,75,68,39,10,66,201,0,39,100,33,0,14,81,0.0%,14.6%,37.5%,12.4%,0.0%,5.2%,30.3%,88,33.0%,0,0.0%,0,0.0%,NO,99.1,HE,Hgh,Yes,East Raleigh,Keith Sutton,Southwestern Area,Clinton Robinson,Raleigh,RALEIGH,11,267,0,251,251,106.4%,0,251,0.0%,106.4%
588,WAKE FOREST-ROLESVILLE HS,S,9-12,T,,"1,977",,,,,,,,,,531,543,468,435,,"1,001",976,8,61,435,201,0,76,1196,0.4%,3.1%,22.0%,10.2%,0.0%,3.8%,60.5%,507,25.6%,25,1.3%,59,3.0%,NO,89.2,Dst,Hgh,No,Northeast Wake,Tom Benton,Northeastern Area,Andre Smith,Wake Forest,WAKE FOREST,104,"1,977",64,"2,051","2,051",93.5%,0,"2,115",0.0%,93.5%
582,WAKE NC STATE STEM EARLY COLLEGE HS,S,"9, 10",Early College,,110,,,,,,,,,,55,55,,,,68,42,0,12,42,14,0,3,39,0.0%,10.9%,38.2%,12.7%,0.0%,2.7%,35.5%,43,39.1%,0,0.0%,1,0.9%,NO,100.0,HE,Hgh,Yes,South Central Raleigh,Dr. Jim Martin,Central Area,Rose Anne Gonzalez,Raleigh,RALEIGH,8,110,(141),250,250,44.0%,0,109,0.0%,100.9%
595,WAKEFIELD HS,S,9-12,T,,"2,529",,,,,,,,,,789,613,568,559,,"1,266","1,263",11,128,751,384,4,83,1168,0.4%,5.1%,29.7%,15.2%,0.2%,3.3%,46.2%,803,31.8%,52,2.1%,138,5.5%,NO,87.0,Dst,Hgh,No,North Raleigh,Kevin Hill,Northeastern Area,Andre Smith,Raleigh,RALEIGH,82,"2,529",(65),"1,639","1,831",143.2%,51,"2,717",45.0%,93.1%
